Project,BugID,File,Line,Rule,Code_Snippet,Description
Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,434,UnusedAssignment,CategoryToolTipGenerator result = null;,The initializer for variable 'result' is never used (overwritten on line 435)
Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,1112,UnusedAssignment,Rectangle2D bounds = null;,The initializer for variable 'bounds' is never used (overwritten on lines 1129 and 1149)
Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,1618,UnusedAssignment,ItemLabelPosition position = null;,The initializer for variable 'position' is never used (overwritten on lines 1620 and 1623)
Chart,1,source/org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,1651,UnusedAssignment,Iterator iterator = null;,The initializer for variable 'iterator' is never used (overwritten on lines 1653 and 1656)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,800,UnusedAssignment,double space = 0.0;,The initializer for variable 'space' is never used (overwritten on lines 802 and 805)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1019,UnusedAssignment,Rectangle2D bar = null;,The initializer for variable 'bar' is never used (overwritten on lines 1021 and 1025)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1109,UnusedAssignment,ItemLabelPosition position = null;,The initializer for variable 'position' is never used (overwritten on lines 1111 and 1114)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1164,UnusedFormalParameter,PlotOrientation orientation) {,Avoid unused method parameters such as 'orientation'.
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1423,UnusedLocalVariable,RectangleEdge barBase;,Avoid unused local variables such as 'barBase'.
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1427,UnusedAssignment,barBase = RectangleEdge.RIGHT;,The value assigned to variable 'barBase' is never used
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1430,UnusedAssignment,barBase = RectangleEdge.LEFT;,The value assigned to variable 'barBase' is never used
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1436,UnusedAssignment,barBase = RectangleEdge.BOTTOM;,The value assigned to variable 'barBase' is never used
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1439,UnusedAssignment,barBase = RectangleEdge.TOP;,The value assigned to variable 'barBase' is never used
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer.java,1444,UnusedAssignment,Rectangle2D bar = null;,The initializer for variable 'bar' is never used (overwritten on lines 1446 and 1450)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer3D.java,695,UnusedAssignment,Rectangle2D bar = null;,The initializer for variable 'bar' is never used (overwritten on lines 697 and 701)
Chart,1,source/org/jfree/chart/renderer/category/BarRenderer3D.java,719,UnusedAssignment,GeneralPath bar3dTop = null;,The initializer for variable 'bar3dTop' is never used (overwritten on line 734)
Chart,1,source/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java,603,UnusedAssignment,double aRadius = 0;                 // average radius,The initializer for variable 'aRadius' is never used (overwritten on line 609)
Chart,1,source/org/jfree/chart/renderer/category/BoxAndWhiskerRenderer.java,699,UnusedAssignment,double yyAverage = 0.0;,The initializer for variable 'yyAverage' is never used (overwritten on line 755)
Chart,1,source/org/jfree/chart/renderer/category/GanttRenderer.java,453,UnusedAssignment,value0 = tempNum;,The value assigned to variable 'value0' is never used
Chart,1,source/org/jfree/chart/renderer/category/GroupedStackedBarRenderer.java,205,UnusedAssignment,double space = 0.0;,The initializer for variable 'space' is never used (overwritten on lines 207 and 210)
Chart,1,source/org/jfree/chart/renderer/category/GroupedStackedBarRenderer.java,324,UnusedAssignment,Rectangle2D bar = null;,The initializer for variable 'bar' is never used (overwritten on lines 326 and 330)
Chart,1,source/org/jfree/chart/renderer/category/LayeredBarRenderer.java,280,UnusedAssignment,double rectHeight = 0.0;,The initializer for variable 'rectHeight' is never used (overwritten on line 286)
Chart,1,source/org/jfree/chart/renderer/category/LayeredBarRenderer.java,403,UnusedAssignment,double rectWidth = state.getBarWidth();,The initializer for variable 'rectWidth' is never used (overwritten on line 408)
Chart,1,source/org/jfree/chart/renderer/category/LayeredBarRenderer.java,408,UnusedAssignment,rectWidth = 0.0;,The value assigned to variable 'rectWidth' is never used (overwritten on line 414)
Chart,1,source/org/jfree/chart/renderer/category/LevelRenderer.java,263,UnusedAssignment,double space = 0.0;,The initializer for variable 'space' is never used (overwritten on lines 265 and 268)
Chart,1,source/org/jfree/chart/renderer/category/LevelRenderer.java,335,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on lines 341 and 347)
Chart,1,source/org/jfree/chart/renderer/category/LevelRenderer.java,336,UnusedAssignment,double x = 0.0;,The initializer for variable 'x' is never used (overwritten on lines 339 and 345)
Chart,1,source/org/jfree/chart/renderer/category/LevelRenderer.java,337,UnusedAssignment,double y = 0.0;,The initializer for variable 'y' is never used (overwritten on lines 340 and 346)
Chart,1,source/org/jfree/chart/renderer/category/MinMaxCategoryRenderer.java,348,UnusedAssignment,Shape shape = null;,The initializer for variable 'shape' is never used (overwritten on line 349)
Chart,1,source/org/jfree/chart/renderer/category/StackedAreaRenderer.java,196,UnusedAssignment,Shape entityArea = null;,The initializer for variable 'entityArea' is never used (overwritten on line 362)
Chart,1,source/org/jfree/chart/renderer/category/StackedBarRenderer.java,371,UnusedAssignment,Rectangle2D bar = null;,The initializer for variable 'bar' is never used (overwritten on lines 373 and 377)
Chart,1,source/org/jfree/chart/renderer/category/StackedBarRenderer3D.java,466,UnusedAssignment,int series = 0;,The initializer for variable 'series' is never used (overwritten on lines 468 and 471)
Chart,1,source/org/jfree/chart/renderer/category/StackedBarRenderer3D.java,664,UnusedAssignment,int series = 0;,The initializer for variable 'series' is never used (overwritten on lines 666 and 669)
Chart,1,source/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,379,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on line 380)
Chart,1,source/org/jfree/chart/renderer/category/StatisticalBarRenderer.java,539,UnusedAssignment,Line2D line = null;,The initializer for variable 'line' is never used (overwritten on line 540)
Chart,1,source/org/jfree/chart/renderer/category/WaterfallBarRenderer.java,396,UnusedAssignment,Paint seriesPaint = getFirstBarPaint();,"The initializer for variable 'seriesPaint' is never used (overwritten on lines 398, 401, 405, 408 and 411)"
Chart,1,source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,1026,UnusedLocalVariable,String description = label;,Avoid unused local variables such as 'description'.
Chart,1,source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,1703,UnusedFormalParameter,"private Point2D calculateRangeMarkerTextAnchorPoint(Graphics2D g2,",Avoid unused method parameters such as 'g2'.
Chart,1,source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,1705,UnusedFormalParameter,"Rectangle2D dataArea,",Avoid unused method parameters such as 'dataArea'.
Chart,1,source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,1936,UnusedAssignment,ItemLabelPosition position = null;,The initializer for variable 'position' is never used (overwritten on lines 1938 and 1942)
Chart,1,source/org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,1974,UnusedAssignment,Iterator iterator = null;,The initializer for variable 'iterator' is never used (overwritten on lines 1976 and 1979)
Chart,1,source/org/jfree/chart/renderer/xy/CandlestickRenderer.java,825,UnusedAssignment,Rectangle2D body = null;,The initializer for variable 'body' is never used (overwritten on lines 830 and 836)
Chart,1,source/org/jfree/chart/renderer/xy/CandlestickRenderer.java,826,UnusedAssignment,Rectangle2D hotspot = null;,The initializer for variable 'hotspot' is never used (overwritten on lines 832 and 838)
Chart,1,source/org/jfree/chart/renderer/xy/SamplingXYLineRenderer.java,288,UnusedLocalVariable,int count = 0;,Avoid unused local variables such as 'count'.
Chart,1,source/org/jfree/chart/renderer/xy/StackedXYAreaRenderer2.java,217,UnusedAssignment,Shape entityArea = null;,The initializer for variable 'entityArea' is never used (overwritten on line 446)
Chart,1,source/org/jfree/chart/renderer/xy/VectorRenderer.java,290,UnusedAssignment,EntityCollection entities = null;,The initializer for variable 'entities' is never used (overwritten on line 292)
Chart,1,source/org/jfree/chart/renderer/xy/XYAreaRenderer.java,537,UnusedAssignment,Polygon hotspot = null;,The initializer for variable 'hotspot' is never used (overwritten on lines 539 and 551)
Chart,1,source/org/jfree/chart/renderer/xy/XYAreaRenderer.java,590,UnusedAssignment,Shape shape = null;,The initializer for variable 'shape' is never used (overwritten on line 592)
Chart,1,source/org/jfree/chart/renderer/xy/XYAreaRenderer2.java,325,UnusedAssignment,Polygon hotspot = null;,The initializer for variable 'hotspot' is never used (overwritten on lines 327 and 339)
Chart,1,source/org/jfree/chart/renderer/xy/XYBarRenderer.java,934,UnusedAssignment,boolean positive = true;,The initializer for variable 'positive' is never used (overwritten on lines 936 and 940)
Chart,1,source/org/jfree/chart/renderer/xy/XYBarRenderer.java,1033,UnusedAssignment,ItemLabelPosition position = null;,The initializer for variable 'position' is never used (overwritten on lines 1035 and 1038)
Chart,1,source/org/jfree/chart/renderer/xy/XYBarRenderer.java,1087,UnusedFormalParameter,"Rectangle2D bar, PlotOrientation orientation) {",Avoid unused method parameters such as 'orientation'.
Chart,1,source/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java,446,UnusedAssignment,Shape box = null;,The initializer for variable 'box' is never used (overwritten on lines 448 and 452)
Chart,1,source/org/jfree/chart/renderer/xy/XYBoxAndWhiskerRenderer.java,589,UnusedAssignment,Shape box = null;,The initializer for variable 'box' is never used (overwritten on lines 591 and 595)
Chart,1,source/org/jfree/chart/renderer/xy/XYBubbleRenderer.java,256,UnusedAssignment,EntityCollection entities = null;,The initializer for variable 'entities' is never used (overwritten on line 258)
Chart,1,source/org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,448,UnusedAssignment,int l_subtrahendItemCount = 0; // actual value set below,The initializer for variable 'l_subtrahendItemCount' is never used (overwritten on lines 459 and 472)
Chart,1,source/org/jfree/chart/renderer/xy/XYErrorRenderer.java,329,UnusedAssignment,Line2D cap1 = null;,The initializer for variable 'cap1' is never used (overwritten on lines 334 and 339)
Chart,1,source/org/jfree/chart/renderer/xy/XYErrorRenderer.java,330,UnusedAssignment,Line2D cap2 = null;,The initializer for variable 'cap2' is never used (overwritten on lines 335 and 340)
Chart,1,source/org/jfree/chart/renderer/xy/XYErrorRenderer.java,369,UnusedAssignment,Line2D cap1 = null;,The initializer for variable 'cap1' is never used (overwritten on lines 374 and 379)
Chart,1,source/org/jfree/chart/renderer/xy/XYErrorRenderer.java,370,UnusedAssignment,Line2D cap2 = null;,The initializer for variable 'cap2' is never used (overwritten on lines 375 and 380)
Chart,1,source/org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,878,UnusedAssignment,boolean visible = false;,The initializer for variable 'visible' is never used (overwritten on line 885)
Chart,1,source/org/jfree/chart/renderer/xy/XYShapeRenderer.java,411,UnusedAssignment,Shape hotspot = null;,The initializer for variable 'hotspot' is never used (overwritten on line 458)
Chart,1,source/org/jfree/chart/renderer/xy/XYShapeRenderer.java,499,UnusedAssignment,Paint p = null;,"The initializer for variable 'p' is never used (overwritten on lines 502, 506 and 509)"
Chart,1,source/org/jfree/chart/renderer/xy/XYSplineRenderer.java,222,UnusedAssignment,float oldy = 0;,The initializer for variable 'oldy' is never used (overwritten on line 255)
Chart,1,source/org/jfree/chart/renderer/xy/XYSplineRenderer.java,223,UnusedAssignment,float oldt = 0;,The initializer for variable 'oldt' is never used (overwritten on line 254)
Chart,1,source/org/jfree/chart/renderer/xy/XYSplineRenderer.java,267,UnusedAssignment,oldt = t;,The value assigned to variable 'oldt' is never used (reassigned every iteration)
Chart,1,source/org/jfree/chart/renderer/xy/XYSplineRenderer.java,268,UnusedAssignment,oldy = y;,The value assigned to variable 'oldy' is never used (reassigned every iteration)
Chart,1,source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,398,UnusedAssignment,double transX0 = 0;,The initializer for variable 'transX0' is never used (overwritten on line 411)
Chart,1,source/org/jfree/chart/renderer/xy/XYStepAreaRenderer.java,399,UnusedAssignment,"double transY0 = restrictValueToDataArea(getRangeBase(), plot,",The initializer for variable 'transY0' is never used (overwritten on line 413)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,224,UnusedAssignment,double startY = 0.0;,The initializer for variable 'startY' is never used (overwritten on lines 239 and 242)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,225,UnusedAssignment,double topSpace = 0.0;,The initializer for variable 'topSpace' is never used (overwritten on line 233)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,226,UnusedAssignment,double bottomSpace = 0.0;,The initializer for variable 'bottomSpace' is never used (overwritten on line 234)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,227,UnusedAssignment,double leftSpace = 0.0;,The initializer for variable 'leftSpace' is never used (overwritten on line 235)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,228,UnusedAssignment,double rightSpace = 0.0;,The initializer for variable 'rightSpace' is never used (overwritten on line 236)
Chart,1,source/org/jfree/chart/title/ImageTitle.java,278,UnusedAssignment,double startX = 0.0;,The initializer for variable 'startX' is never used (overwritten on lines 296 and 299)
Chart,1,source/org/jfree/chart/title/LegendItemBlockContainer.java,182,UnusedAssignment,EntityBlockParams ebp = null;,The initializer for variable 'ebp' is never used (overwritten on line 185)
Chart,1,source/org/jfree/chart/title/LegendTitle.java,431,UnusedAssignment,BlockContainer result = null;,The initializer for variable 'result' is never used (overwritten on line 467)
Chart,1,source/org/jfree/chart/urls/CustomPieURLGenerator.java,219,UnusedAssignment,newMap = null;,The value assigned to variable 'newMap' is never used (overwritten on line 212)
Chart,1,source/org/jfree/chart/urls/StandardCategoryURLGenerator.java,151,UnusedAssignment,String seriesKeyStr = null;,The initializer for variable 'seriesKeyStr' is never used (overwritten on lines 153 and 156)
Chart,1,source/org/jfree/chart/urls/StandardCategoryURLGenerator.java,158,UnusedAssignment,String categoryKeyStr = null;,The initializer for variable 'categoryKeyStr' is never used (overwritten on lines 160 and 163)
Chart,1,source/org/jfree/chart/urls/StandardPieURLGenerator.java,143,UnusedAssignment,String encodedKey = null;,The initializer for variable 'encodedKey' is never used (overwritten on lines 145 and 148)
Chart,1,source/org/jfree/chart/urls/TimeSeriesURLGenerator.java,184,UnusedAssignment,String s = null;,The initializer for variable 's' is never used (overwritten on lines 186 and 189)
Chart,1,source/org/jfree/chart/urls/TimeSeriesURLGenerator.java,198,UnusedAssignment,String s = null;,The initializer for variable 's' is never used (overwritten on lines 200 and 203)
Chart,1,source/org/jfree/chart/util/DefaultShadowGenerator.java,207,UnusedAssignment,int historyIdx = 0;,The initializer for variable 'historyIdx' is never used (overwritten on lines 219 and 249)
Chart,1,source/org/jfree/chart/util/HashUtilities.java,69,UnusedAssignment,int result = 0;,The initializer for variable 'result' is never used (overwritten on lines 73 and 83)
Chart,1,source/org/jfree/chart/util/PaintUtilities.java,83,UnusedAssignment,boolean result = false;,The initializer for variable 'result' is never used (overwritten on lines 88 and 96)
Chart,1,source/org/jfree/chart/util/SerialUtilities.java,617,UnusedAssignment,BufferedImage bi = null;,The initializer for variable 'bi' is never used (overwritten on lines 619 and 622)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,670,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 674 and 677)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,703,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 706 and 709)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,819,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 822 and 825)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,849,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 852 and 855)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,889,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 892 and 895)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,921,UnusedAssignment,Range result = null;,The initializer for variable 'result' is never used (overwritten on lines 924 and 928)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,1527,UnusedAssignment,Number result = null;,The initializer for variable 'result' is never used (overwritten on lines 1556 and 1559)
Chart,1,source/org/jfree/data/general/DatasetUtilities.java,1582,UnusedAssignment,Number result = null;,The initializer for variable 'result' is never used (overwritten on lines 1612 and 1615)
Chart,1,source/org/jfree/data/jdbc/JDBCPieDataset.java,185,UnusedAssignment,double value = Double.NaN;,The initializer for variable 'value' is never used (overwritten on lines 196 and 204)
Chart,1,source/org/jfree/data/jdbc/JDBCXYDataset.java,370,UnusedAssignment,ArrayList row = (ArrayList) this.rows.get(0);,The initializer for variable 'row' is never used (overwritten on line 374)
Chart,1,source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,559,UnusedAssignment,double m = Double.NaN;,The initializer for variable 'm' is never used (overwritten on lines 559 and 566)
Chart,1,source/org/jfree/data/statistics/DefaultStatisticalCategoryDataset.java,560,UnusedAssignment,double sd = Double.NaN;,The initializer for variable 'sd' is never used (overwritten on lines 560 and 567)
Chart,1,source/org/jfree/data/statistics/Regression.java,274,UnusedLocalVariable,double sumX = 0.0;,Avoid unused local variables such as 'sumX'.
Chart,1,source/org/jfree/data/time/TimeSeries.java,596,UnusedAssignment,boolean added = false;,"The initializer for variable 'added' is never used (overwritten on lines 600, 606 and 612)"
Chart,1,source/org/jfree/data/time/TimeSeriesCollection.java,729,UnusedAssignment,Range r = null;,The initializer for variable 'r' is never used (overwritten on line 730)
Chart,1,source/org/jfree/data/xy/DefaultTableXYDataset.java,174,UnusedAssignment,this.propagateEvents = false;,The value assigned to field 'propagateEvents' is never used (overwritten on line 196)
Chart,1,source/org/jfree/data/xy/DefaultTableXYDataset.java,433,UnusedAssignment,this.propagateEvents = false;,The value assigned to field 'propagateEvents' is never used (overwritten on line 438)
Cli,1,src/java/org/apache/commons/cli/GnuParser.java,67,UnusedAssignment,Option currentOption = null;,The initializer for variable 'currentOption' is never used (overwritten on line 108)
Cli,1,src/java/org/apache/commons/cli/GnuParser.java,124,UnusedAssignment,currentOption = null;,The value assigned to variable 'currentOption' is never used (overwritten on line 108)
Cli,1,src/java/org/apache/commons/cli/PatternOptionBuilder.java,160,UnusedAssignment,char ch = ' ';,The initializer for variable 'ch' is never used (overwritten on line 168)
Cli,1,src/java/org/apache/commons/cli/PatternOptionBuilder.java,184,UnusedAssignment,opt = ' ';,The value assigned to variable 'opt' is never used (overwritten on line 187)
Cli,1,src/java/org/apache/commons/cli/PosixParser.java,102,UnusedAssignment,String token = null;,The initializer for variable 'token' is never used (overwritten on line 108)
Cli,1,src/java/org/apache/commons/cli/TypeHandler.java,114,UnusedAssignment,Class cl = null;,The initializer for variable 'cl' is never used (overwritten on line 118)
Cli,1,src/java/org/apache/commons/cli/TypeHandler.java,127,UnusedAssignment,Object instance = null;,The initializer for variable 'instance' is never used (overwritten on line 131)
Closure,1,src/com/google/debugging/sourcemap/SourceMapConsumerV1.java,156,UnusedAssignment,LineFragment myLineFragment = null;,The initializer for variable 'myLineFragment' is never used (overwritten on lines 181 and 195)
Closure,1,src/com/google/debugging/sourcemap/SourceMapConsumerV1.java,159,UnusedLocalVariable,int numOffsets = charArray.length();,Avoid unused local variables such as 'numOffsets'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java,385,UnusedLocalVariable,int sourceId = 0;,Avoid unused local variables such as 'sourceId'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java,386,UnusedLocalVariable,int nameId = 0;,Avoid unused local variables such as 'nameId'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java,623,UnusedLocalVariable,"int line = 0, column = 0;",Avoid unused local variables such as 'line'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java,623,UnusedLocalVariable,"int line = 0, column = 0;",Avoid unused local variables such as 'column'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapGeneratorV3.java,708,UnusedLocalVariable,int id = (m != null) ? m.id : UNMAPPED;,Avoid unused local variables such as 'id'.
Closure,1,src/com/google/debugging/sourcemap/SourceMapLineDecoder.java,54,UnusedAssignment,int idDigits = 0;,The initializer for variable 'idDigits' is never used (overwritten on lines 63 and 66)
Closure,1,src/com/google/debugging/sourcemap/SourceMapLineDecoder.java,55,UnusedAssignment,int reps = 0;,The initializer for variable 'reps' is never used (overwritten on lines 62 and 73)
Closure,1,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java,549,UnusedAssignment,int numJsFiles = -1;,The initializer for variable 'numJsFiles' is never used (overwritten on lines 551 and 553)
Closure,1,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java,1192,UnusedAssignment,"String basePath = """";","The initializer for variable 'basePath' is never used (overwritten on lines 1198, 1200 and 1214)"
Closure,1,src/com/google/javascript/jscomp/AbstractCommandLineRunner.java,1224,UnusedFormalParameter,"private void outputNameMaps(B options) throws FlagUsageException,",Avoid unused method parameters such as 'options'.
Closure,1,src/com/google/javascript/jscomp/AliasStrings.java,59,UnusedAssignment,private Matcher blacklist = null;,The field initializer for 'blacklist' is never used (overwritten on lines 104 and 106)
Closure,1,src/com/google/javascript/jscomp/AmbiguateProperties.java,499,UnusedFormalParameter,"private void maybeMarkCandidate(Node n, JSType type, NodeTraversal t) {",Avoid unused method parameters such as 't'.
Closure,1,src/com/google/javascript/jscomp/AmbiguateProperties.java,632,UnusedAssignment,int current = 0;,The initializer for variable 'current' is never used (overwritten on line 634)
Closure,1,src/com/google/javascript/jscomp/AstChangeProxy.java,115,UnusedLocalVariable,Node oldParent = newChild.getParent();,Avoid unused local variables such as 'oldParent'.
Closure,1,src/com/google/javascript/jscomp/AstChangeProxy.java,124,UnusedLocalVariable,Node oldParent = newChild.getParent();,Avoid unused local variables such as 'oldParent'.
Closure,1,src/com/google/javascript/jscomp/AstValidator.java,775,UnusedAssignment,boolean valid = false;,"The initializer for variable 'valid' is never used (overwritten on lines 777, 779 and 781)"
Closure,1,src/com/google/javascript/jscomp/AstValidator.java,791,UnusedAssignment,boolean valid = false;,"The initializer for variable 'valid' is never used (overwritten on lines 793, 795 and 797)"
Closure,1,src/com/google/javascript/jscomp/AstValidator.java,808,UnusedAssignment,boolean valid = false;,The initializer for variable 'valid' is never used (overwritten on lines 810 and 812)
Closure,1,src/com/google/javascript/jscomp/CheckAccessControls.java,620,UnusedFormalParameter,"private static boolean isDeprecatedFunction(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,1,src/com/google/javascript/jscomp/CheckGlobalThis.java,125,UnusedLocalVariable,Node rhs = lhs.getNext();,Avoid unused local variables such as 'rhs'.
Closure,1,src/com/google/javascript/jscomp/CheckGlobalThis.java,164,UnusedFormalParameter,"private boolean shouldReportThis(Node n, Node parent) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/CheckMissingGetCssName.java,80,UnusedFormalParameter,"private boolean insideGetCssNameCall(Node n, Node parent) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/CheckMissingGetCssName.java,91,UnusedFormalParameter,"private boolean insideGetUniqueIdCall(Node n, Node parent) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/CheckMissingGetCssName.java,102,UnusedFormalParameter,"private boolean insideAssignmentToIdConstant(Node n, Node parent) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/CheckProvides.java,109,UnusedFormalParameter,"private void visitScriptNode(NodeTraversal t, Node n) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/ClosureCodingConvention.java,103,UnusedAssignment,Node subclass = null;,The initializer for variable 'subclass' is never used (overwritten on lines 117 and 120)
Closure,1,src/com/google/javascript/jscomp/CoalesceVariableNames.java,179,UnusedAssignment,String pseudoName = null;,The initializer for variable 'pseudoName' is never used (overwritten on line 197)
Closure,1,src/com/google/javascript/jscomp/CollapseProperties.java,540,UnusedLocalVariable,Node greatGreatGramps = greatGramps.getParent();,Avoid unused local variables such as 'greatGreatGramps'.
Closure,1,src/com/google/javascript/jscomp/CommandLineRunner.java,899,UnusedAssignment,for (ZipEntry entry = null; (entry = zip.getNextEntry()) != null; ) {,The initializer for variable 'entry' is never used (overwritten on line 899)
Closure,1,src/com/google/javascript/jscomp/Compiler.java,936,UnusedLocalVariable,String passToCheck = currentPassName;,Avoid unused local variables such as 'passToCheck'.
Closure,1,src/com/google/javascript/jscomp/DisambiguateProperties.java,318,UnusedLocalVariable,StaticScope<T> scope = typeSystem.getRootScope();,Avoid unused local variables such as 'scope'.
Closure,1,src/com/google/javascript/jscomp/DisambiguateProperties.java,579,UnusedLocalVariable,UnionFind<T> types = prop.getTypes();,Avoid unused local variables such as 'types'.
Closure,1,src/com/google/javascript/jscomp/DisambiguateProperties.java,783,UnusedLocalVariable,for (JSType alt : type.toMaybeUnionType().getAlternates()) {,Avoid unused local variables such as 'alt'.
Closure,1,src/com/google/javascript/jscomp/DotFormatter.java,161,UnusedAssignment,String toNode = null;,The initializer for variable 'toNode' is never used (overwritten on lines 163 and 166)
Closure,1,src/com/google/javascript/jscomp/ExportTestFunctions.java,170,UnusedFormalParameter,"private boolean isTestFunction(Node n, String functionName) {",Avoid unused method parameters such as 'n'.
Closure,1,src/com/google/javascript/jscomp/ExpressionDecomposer.java,233,UnusedLocalVariable,Node extractedConditional = extractConditional(,Avoid unused local variables such as 'extractedConditional'.
Closure,1,src/com/google/javascript/jscomp/ExpressionDecomposer.java,245,UnusedFormalParameter,private boolean maybeExternMethod(Node node) {,Avoid unused method parameters such as 'node'.
Closure,1,src/com/google/javascript/jscomp/ExpressionDecomposer.java,763,UnusedLocalVariable,int parentType = parent.getType();,Avoid unused local variables such as 'parentType'.
Closure,1,src/com/google/javascript/jscomp/ExternExportsPass.java,273,UnusedLocalVariable,JSDocInfo functionJSDocInfo = functionType.getJSDocInfo();,Avoid unused local variables such as 'functionJSDocInfo'.
Closure,1,src/com/google/javascript/jscomp/ExtractPrototypeMemberDeclarations.java,294,UnusedAssignment,private int delta = 0;,The field initializer for 'delta' is never used (overwritten on line 300)
Closure,1,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,205,UnusedLocalVariable,final MustDef defs = state.getIn();,Avoid unused local variables such as 'defs'.
Closure,1,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,450,UnusedFormalParameter,"private void getDefinition(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
Closure,1,src/com/google/javascript/jscomp/FlowSensitiveInlineVariables.java,479,UnusedFormalParameter,"private void getNumUseInUseCfgNode(Node n, Node parant) {",Avoid unused method parameters such as 'parant'.
Closure,1,src/com/google/javascript/jscomp/FunctionArgumentInjector.java,141,UnusedLocalVariable,int anonArg = 0;,Avoid unused local variables such as 'anonArg'.
Closure,1,src/com/google/javascript/jscomp/FunctionTypeBuilder.java,448,UnusedLocalVariable,boolean foundTemplateType = false;,Avoid unused local variables such as 'foundTemplateType'.
Closure,1,src/com/google/javascript/jscomp/FunctionTypeBuilder.java,455,UnusedAssignment,JSType parameterType = null;,"The initializer for variable 'parameterType' is never used (overwritten on lines 461, 464 and 468)"
Closure,1,src/com/google/javascript/jscomp/GlobalNamespace.java,220,UnusedAssignment,inExterns = true;,The value assigned to field 'inExterns' is never used (overwritten on line 223)
Closure,1,src/com/google/javascript/jscomp/GlobalNamespace.java,585,UnusedFormalParameter,"private boolean isTypeDeclaration(Node n, Node parent) {",Avoid unused method parameters such as 'parent'.
